id_country,pollution,region_name,year
SSD,32.4,Raja,congo_2019
SSD,32.4,Raja,congo_2019
SSD,33.7,Wau,congo_2019
SSD,34.1,Wau,congo_2019
SSD,34.6,Wau,congo_2019
SSD,33.6,Warab,congo_2019
SSD,33.3,Tonj,congo_2019
SSD,33.0,Tonj,congo_2019
SSD,30.0,Rumbek,congo_2019
SSD,29.0,Al Leiri,congo_2019
SSD,28.0,Ayod,congo_2019
SSD,26.1,Akobo,congo_2019
SSD,25.8,Akobo,congo_2019
SSD,23.4,Wat,congo_2019
SSD,25.3,Nahr Atiem,congo_2019
SSD,24.4,Nahr Atiem,congo_2019
ETH,24.9,Agnuak,congo_2019
ETH,23.9,Agnuak,congo_2019
ETH,22.4,Agnuak,congo_2019
ETH,20.8,Ilubabor,congo_2019
ETH,19.8,Keffa,congo_2019
ETH,21.5,Jimma,congo_2019
ETH,20.2,Jimma,congo_2019
ETH,19.8,Jimma,congo_2019
ETH,19.2,Hadiya,congo_2019
ETH,18.7,Silti,congo_2019
ETH,18.7,Arsi,congo_2019
ETH,17.6,Arsi,congo_2019
ETH,17.6,Arsi,congo_2019
ETH,15.9,Arsi,congo_2019
ETH,13.8,Bale,congo_2019
ETH,12.5,Bale,congo_2019
ETH,10.9,Misraq Harerge,congo_2019
ETH,10.7,Nogob,congo_2019
NGA,83.1,Akoko-Edo,congo_2019
NGA,88.1,Ofu,congo_2019
NGA,85.0,Ofu,congo_2019
NGA,82.2,Olamaboro,congo_2019
NGA,80.3,Gwer East,congo_2019
NGA,77.1,Gboko,congo_2019
NGA,72.9,Bukuru,congo_2019
NGA,71.1,Katsina-Ala,congo_2019
NGA,67.3,Ussa,congo_2019
NGA,58.7,Kurmi,congo_2019
NGA,59.6,Gashaka,congo_2019
NGA,46.9,Gashaka,congo_2019
CMR,44.4,Faro et Déo,congo_2019
CMR,41.9,Faro et Déo,congo_2019
CMR,39.2,Vina,congo_2019
CMR,39.5,Vina,congo_2019
CMR,39.4,Vina,congo_2019
CMR,40.0,Mayo Rey,congo_2019
CAF,42.4,Bocaranga,congo_2019
CAF,40.9,Bocaranga,congo_2019
CAF,42.2,Paoua,congo_2019
CAF,40.5,Paoua,congo_2019
CAF,39.5,Markounda,congo_2019
CAF,36.3,Batangafo,congo_2019
CAF,37.1,Batangafo,congo_2019
CAF,35.5,Batangafo,congo_2019
CAF,35.0,Kaga-Bandoro,congo_2019
CAF,34.5,Mbrès,congo_2019
CAF,35.4,Bamingui,congo_2019
CAF,34.2,Bamingui,congo_2019
CAF,32.4,Ippy,congo_2019
CAF,30.3,Bria,congo_2019
CAF,29.0,Bria,congo_2019
CAF,29.5,Yalinga,congo_2019
CAF,28.9,Yalinga,congo_2019
CAF,28.8,Yalinga,congo_2019
CAF,29.5,Yalinga,congo_2019
CAF,30.1,Djemah,congo_2019
CAF,31.3,Djemah,congo_2019
SSD,30.5,Raja,congo_2019
SSD,30.4,Raja,congo_2019
SSD,31.8,Wau,congo_2019
SSD,32.6,Wau,congo_2019
SSD,33.5,Wau,congo_2019
SSD,33.9,Tonj,congo_2019
SSD,31.8,Tonj,congo_2019
SSD,30.8,Shobet,congo_2019
SSD,28.4,Rumbek,congo_2019
SSD,27.0,Al Leiri,congo_2019
SSD,25.9,Akobo,congo_2019
SSD,25.7,Akobo,congo_2019
SSD,24.6,Akobo,congo_2019
SSD,23.9,Akobo,congo_2019
SSD,23.3,Pibor,congo_2019
SSD,23.2,Pibor,congo_2019
SSD,22.7,Pibor,congo_2019
ETH,22.2,Agnuak,congo_2019
ETH,21.5,Agnuak,congo_2019
ETH,20.5,Majang,congo_2019
ETH,19.4,Keffa,congo_2019
ETH,19.7,Keffa,congo_2019
ETH,20.7,Keffa,congo_2019
ETH,21.0,Dawro,congo_2019
ETH,17.2,Kembata Tembaro,congo_2019
ETH,16.7,Mirab Arsi,congo_2019
ETH,16.5,Mirab Arsi,congo_2019
ETH,15.3,Mirab Arsi,congo_2019
ETH,15.3,Bale,congo_2019
ETH,13.5,Bale,congo_2019
ETH,11.5,Bale,congo_2019
ETH,11.5,Bale,congo_2019
ETH,11.3,Bale,congo_2019
ETH,10.0,Nogob,congo_2019
NGA,83.1,Esan Central,congo_2019
NGA,86.7,Ibaji,congo_2019
NGA,85.8,Uzo-Uwani,congo_2019
NGA,83.5,Isi-Uzo,congo_2019
NGA,84.3,Oju,congo_2019
NGA,78.6,Yala,congo_2019
NGA,69.9,Kwande,congo_2019
NGA,65.6,Ussa,congo_2019
CMR,56.6,Menchum,congo_2019
CMR,53.6,Donga Mantung,congo_2019
NGA,48.1,Sardauna,congo_2019
CMR,44.8,Mayo Banyo,congo_2019
CMR,42.2,Djerem,congo_2019
CMR,41.4,Djerem,congo_2019
CMR,38.4,Vina,congo_2019
CMR,37.2,Vina,congo_2019
CMR,35.3,Mbéré,congo_2019
CMR,35.7,Mbéré,congo_2019
CAF,37.5,Bocaranga,congo_2019
CAF,37.2,Bocaranga,congo_2019
CAF,38.3,Paoua,congo_2019
CAF,40.1,Paoua,congo_2019
CAF,38.6,Bossangoa,congo_2019
CAF,37.4,Bossangoa,congo_2019
CAF,36.5,Bouca,congo_2019
CAF,36.0,Bouca,congo_2019
CAF,36.4,Kaga-Bandoro,congo_2019
CAF,36.7,Mbrès,congo_2019
CAF,35.1,Bakala,congo_2019
CAF,35.8,Ippy,congo_2019
CAF,33.9,Ippy,congo_2019
CAF,34.1,Bria,congo_2019
CAF,31.3,Bria,congo_2019
CAF,30.0,Yalinga,congo_2019
CAF,28.9,Yalinga,congo_2019
CAF,29.4,Yalinga,congo_2019
CAF,29.6,Yalinga,congo_2019
CAF,29.1,Djemah,congo_2019
CAF,29.5,Djemah,congo_2019
CAF,29.2,Djemah,congo_2019
CAF,29.7,Djemah,congo_2019
SSD,30.9,Wau,congo_2019
SSD,32.3,Wau,congo_2019
SSD,31.1,Tombura,congo_2019
SSD,31.9,Tombura,congo_2019
SSD,31.2,Tonj,congo_2019
SSD,28.9,Shobet,congo_2019
SSD,27.9,Rumbek,congo_2019
SSD,27.9,Yerol,congo_2019
SSD,24.7,Yerol,congo_2019
SSD,24.8,Akobo,congo_2019
SSD,22.9,Bor,congo_2019
SSD,22.4,Akobo,congo_2019
SSD,22.4,Pibor,congo_2019
SSD,21.7,Pibor,congo_2019
SSD,22.2,Pibor,congo_2019
SSD,21.4,Pibor,congo_2019
ETH,20.0,Agnuak,congo_2019
ETH,19.4,Bench Maji,congo_2019
ETH,17.9,Bench Maji,congo_2019
ETH,19.6,Keffa,congo_2019
ETH,19.1,Dawro,congo_2019
ETH,19.5,Dawro,congo_2019
ETH,16.2,Wolayita,congo_2019
ETH,16.0,Sidama,congo_2019
ETH,14.2,Mirab Arsi,congo_2019
ETH,13.2,Mirab Arsi,congo_2019
ETH,12.2,Bale,congo_2019
ETH,12.0,Bale,congo_2019
ETH,10.5,Bale,congo_2019
ETH,10.9,Bale,congo_2019
ETH,10.4,Bale,congo_2019
ETH,10.3,Shabelle,congo_2019
NGA,78.2,Ika South,congo_2019
NGA,81.3,Anambra West,congo_2019
NGA,84.7,Oji-River,congo_2019
NGA,85.9,Ishielu,congo_2019
NGA,80.8,Abakaliki,congo_2019
NGA,70.5,Boki,congo_2019
NGA,63.0,Boki,congo_2019
CMR,58.5,Manyu,congo_2019
CMR,53.0,Boyo,congo_2019
CMR,45.4,Bui,congo_2019
CMR,45.6,Mayo Banyo,congo_2019
CMR,41.7,Mayo Banyo,congo_2019
CMR,39.4,Djerem,congo_2019
CMR,37.8,Djerem,congo_2019
CMR,36.9,Mbéré,congo_2019
CMR,35.6,Mbéré,congo_2019
CAF,34.8,Baboua,congo_2019
CAF,35.7,Bouar,congo_2019
CAF,35.1,Bouar,congo_2019
CAF,36.0,Bozoum,congo_2019
CAF,37.6,Bozoum,congo_2019
CAF,37.5,Bossangoa,congo_2019
CAF,34.9,Bouca,congo_2019
CAF,35.2,Bouca,congo_2019
CAF,36.7,Bouca,congo_2019
CAF,35.2,Dékoa,congo_2019
CAF,36.0,Dékoa,congo_2019
CAF,37.1,Bakala,congo_2019
CAF,38.4,Ippy,congo_2019
CAF,36.4,Ippy,congo_2019
CAF,34.9,Bria,congo_2019
CAF,31.9,Bria,congo_2019
CAF,29.8,Yalinga,congo_2019
CAF,28.9,Yalinga,congo_2019
CAF,29.2,Rafaï,congo_2019
CAF,28.8,Rafaï,congo_2019
CAF,28.1,Rafaï,congo_2019
CAF,28.0,Djemah,congo_2019
CAF,28.1,Djemah,congo_2019
CAF,28.7,Djemah,congo_2019
SSD,28.9,Tombura,congo_2019
SSD,29.5,Tombura,congo_2019
SSD,30.9,Tombura,congo_2019
SSD,29.8,Yambio,congo_2019
SSD,29.7,Rumbek,congo_2019
SSD,29.0,Rumbek,congo_2019
SSD,25.3,Mundri,congo_2019
SSD,24.6,Yerol,congo_2019
SSD,24.0,Yerol,congo_2019
SSD,23.9,Aliab,congo_2019
SSD,22.2,Bor,congo_2019
SSD,21.7,Bor,congo_2019
SSD,21.3,Pibor,congo_2019
SSD,20.4,Pibor,congo_2019
SSD,19.8,Pibor,congo_2019
SSD,20.0,Pibor,congo_2019
SSD,17.8,Pibor,congo_2019
ETH,17.0,Bench Maji,congo_2019
ETH,17.3,Bench Maji,congo_2019
ETH,17.9,Debub Omo,congo_2019
ETH,16.9,Gamo Gofa,congo_2019
ETH,18.0,Gamo Gofa,congo_2019
ETH,15.1,Gedeo,congo_2019
ETH,12.9,Guji,congo_2019
ETH,12.1,Bale,congo_2019
ETH,11.0,Bale,congo_2019
ETH,10.8,Bale,congo_2019
ETH,10.8,Bale,congo_2019
ETH,10.0,Afder,congo_2019
ETH,10.1,Afder,congo_2019
ETH,10.6,Afder,congo_2019
NGA,74.5,Ndokwa West,congo_2019
NGA,76.2,Oguta,congo_2019
NGA,78.7,Unuimo,congo_2019
NGA,74.7,Ohafia,congo_2019
NGA,69.4,Yakurr,congo_2019
NGA,63.5,Etung,congo_2019
CMR,60.3,Manyu,congo_2019
CMR,50.7,Manyu,congo_2019
CMR,45.7,Bamboutos,congo_2019
CMR,42.3,Noun,congo_2019
CMR,42.1,Mbam et Kim,congo_2019
CMR,39.0,Mbam et Kim,congo_2019
CMR,38.5,Mbam et Kim,congo_2019
CMR,37.5,Mbam et Kim,congo_2019
CMR,38.3,Lom et Djerem,congo_2019
CMR,38.1,Lom et Djerem,congo_2019
CMR,35.8,Lom et Djerem,congo_2019
CAF,34.3,Baboua,congo_2019
CAF,37.4,Baboua,congo_2019
CAF,34.4,Bouar,congo_2019
CAF,33.8,Baoro,congo_2019
CAF,36.2,Bozoum,congo_2019
CAF,34.9,Bossangoa,congo_2019
CAF,34.1,Yaloké,congo_2019
CAF,34.2,Damara,congo_2019
CAF,36.3,Sibut,congo_2019
CAF,37.7,Sibut,congo_2019
CAF,36.8,Grimari,congo_2019
CAF,37.7,Grimari,congo_2019
CAF,38.9,Bambari,congo_2019
CAF,37.7,Bambari,congo_2019
CAF,34.8,Bambari,congo_2019
CAF,33.2,Bakouma,congo_2019
CAF,31.3,Bakouma,congo_2019
CAF,28.3,Bakouma,congo_2019
CAF,27.5,Rafaï,congo_2019
CAF,27.4,Rafaï,congo_2019
CAF,27.1,Rafaï,congo_2019
CAF,26.2,Zémio,congo_2019
CAF,26.5,Zémio,congo_2019
CAF,27.7,Obo,congo_2019
CAF,27.2,Obo,congo_2019
SSD,27.2,Tombura,congo_2019
SSD,27.3,Tombura,congo_2019
SSD,27.1,Yambio,congo_2019
SSD,27.9,Meridi,congo_2019
SSD,25.7,Rumbek,congo_2019
SSD,24.7,Mundri,congo_2019
SSD,24.0,Mundri,congo_2019
SSD,23.4,Terkaka,congo_2019
SSD,21.6,Terkaka,congo_2019
SSD,21.6,Terkaka,congo_2019
SSD,20.8,Amatonge,congo_2019
SSD,19.1,Amatonge,congo_2019
SSD,19.5,Kapoeta,congo_2019
SSD,18.2,Kapoeta,congo_2019
SSD,17.2,Kapoeta,congo_2019
SSD,15.5,Kapoeta,congo_2019
ETH,15.4,Bench Maji,congo_2019
ETH,17.3,Bench Maji,congo_2019
ETH,16.5,Debub Omo,congo_2019
ETH,15.3,Debub Omo,congo_2019
ETH,15.1,Gamo Gofa,congo_2019
ETH,13.5,Amaro,congo_2019
ETH,11.8,Borena,congo_2019
ETH,10.5,Guji,congo_2019
ETH,9.4,Guji,congo_2019
ETH,8.9,Bale,congo_2019
ETH,9.6,Bale,congo_2019
ETH,9.8,Bale,congo_2019
ETH,9.3,Afder,congo_2019
ETH,9.9,Afder,congo_2019
ETH,9.1,Afder,congo_2019
NGA,67.5,Patani,congo_2019
NGA,68.6,Emuoha,congo_2019
NGA,68.8,Ngor-Okpala,congo_2019
NGA,64.4,Ikono,congo_2019
NGA,58.6,Akamkpa,congo_2019
NGA,54.1,Akamkpa,congo_2019
CMR,51.0,Koupé Manengouba,congo_2019
CMR,46.1,Koupé Manengouba,congo_2019
CMR,41.0,Haut Nkam,congo_2019
CMR,40.7,Noun,congo_2019
CMR,38.4,Mbam et Kim,congo_2019
CMR,38.7,Mbam et Kim,congo_2019
CMR,37.7,Mbam et Kim,congo_2019
CMR,37.6,Haute Sanaga,congo_2019
CMR,37.3,Lom et Djerem,congo_2019
CMR,39.0,Lom et Djerem,congo_2019
CMR,37.2,Lom et Djerem,congo_2019
CAF,36.8,Baboua,congo_2019
CAF,37.6,Baboua,congo_2019
CAF,35.8,Baoro,congo_2019
CAF,35.4,Baoro,congo_2019
CAF,35.0,Carnot,congo_2019
CAF,34.0,Yaloké,congo_2019
CAF,34.7,Yaloké,congo_2019
CAF,35.1,Damara,congo_2019
CAF,35.4,Damara,congo_2019
CAF,37.6,Sibut,congo_2019
CAF,38.8,Sibut,congo_2019
CAF,39.8,Kouango,congo_2019
CAF,37.9,Kouango,congo_2019
CAF,39.6,Alindao,congo_2019
CAF,36.4,Mingala,congo_2019
CAF,33.8,Bakouma,congo_2019
CAF,31.1,Bakouma,congo_2019
CAF,30.2,Bangassou,congo_2019
CAF,28.4,Rafaï,congo_2019
CAF,26.5,Rafaï,congo_2019
CAF,26.0,Zémio,congo_2019
CAF,27.0,Zémio,congo_2019
COD,26.8,Ango,congo_2019
CAF,25.8,Obo,congo_2019
CAF,24.8,Obo,congo_2019
CAF,26.4,Obo,congo_2019
SSD,26.1,Tombura,congo_2019
SSD,26.3,Yambio,congo_2019
SSD,24.9,Meridi,congo_2019
SSD,24.4,Meridi,congo_2019
SSD,23.1,Meridi,congo_2019
SSD,23.3,Mundri,congo_2019
SSD,21.2,Mundri,congo_2019
SSD,21.5,Terkaka,congo_2019
SSD,21.7,Bahr al Jabal,congo_2019
SSD,20.9,Amatonge,congo_2019
SSD,19.7,Amatonge,congo_2019
SSD,18.2,Kapoeta,congo_2019
SSD,16.9,Kapoeta,congo_2019
SSD,16.7,Kapoeta,congo_2019
SSD,15.5,Kapoeta,congo_2019
SSD,16.5,Kapoeta,congo_2019
SSD,15.8,Kapoeta,congo_2019
ETH,15.6,Debub Omo,congo_2019
ETH,13.5,Debub Omo,congo_2019
ETH,13.8,Konso,congo_2019
ETH,12.6,Borena,congo_2019
ETH,10.6,Borena,congo_2019
ETH,9.1,Borena,congo_2019
ETH,9.4,Guji,congo_2019
ETH,8.9,Guji,congo_2019
ETH,8.9,Liben,congo_2019
ETH,8.7,Liben,congo_2019
ETH,9.2,Liben,congo_2019
ETH,9.1,Afder,congo_2019
ETH,9.3,Afder,congo_2019
NGA,61.4,Ogbia,congo_2019
NGA,60.2,Degema,congo_2019
NGA,60.7,Tai,congo_2019
NGA,57.8,Mkpat Enin,congo_2019
NGA,53.5,Udung Uko,congo_2019
CMR,49.3,Ndian,congo_2019
CMR,46.2,Meme,congo_2019
CMR,43.4,Moungo,congo_2019
CMR,43.9,Nkam,congo_2019
CMR,38.1,Mbam et Inoubou,congo_2019
CMR,40.4,Mbam et Inoubou,congo_2019
CMR,37.4,Mbam et Kim,congo_2019
CMR,37.8,Haute Sanaga,congo_2019
CMR,38.5,Haute Sanaga,congo_2019
CMR,39.9,Lom et Djerem,congo_2019
CMR,38.7,Lom et Djerem,congo_2019
CMR,38.9,Lom et Djerem,congo_2019
CAF,38.5,Gamboula,congo_2019
CAF,39.4,Gamboula,congo_2019
CAF,37.7,Carnot,congo_2019
CAF,35.5,Carnot,congo_2019
CAF,35.7,Carnot,congo_2019
CAF,32.8,Boda,congo_2019
CAF,33.5,Yaloké,congo_2019
CAF,36.2,Boali,congo_2019
CAF,36.4,Damara,congo_2019
COD,37.9,Bosobolo,congo_2019
COD,40.3,Bosobolo,congo_2019
COD,40.9,Bosobolo,congo_2019
CAF,40.0,Kouango,congo_2019
CAF,38.4,Alindao,congo_2019
CAF,38.5,Gambo-Ouango,congo_2019
CAF,36.0,Gambo-Ouango,congo_2019
CAF,33.7,Bangassou,congo_2019
CAF,30.8,Bangassou,congo_2019
COD,29.2,Bondo,congo_2019
COD,26.2,Bondo,congo_2019
COD,27.4,Bondo,congo_2019
COD,27.6,Ango,congo_2019
COD,27.2,Ango,congo_2019
COD,27.1,Ango,congo_2019
COD,27.1,Ango,congo_2019
COD,26.1,Dungu,congo_2019
SSD,25.4,Tombura,congo_2019
SSD,24.6,Yambio,congo_2019
SSD,23.6,Yambio,congo_2019
SSD,22.7,Meridi,congo_2019
SSD,21.9,Meridi,congo_2019
SSD,21.1,Mundri,congo_2019
SSD,21.2,Bahr al Jabal,congo_2019
SSD,20.2,Bahr al Jabal,congo_2019
SSD,20.1,Bahr al Jabal,congo_2019
SSD,18.4,Amatonge,congo_2019
SSD,18.0,Amatonge,congo_2019
SSD,15.7,Shokodom,congo_2019
SSD,16.0,Kapoeta,congo_2019
SSD,14.4,Kapoeta,congo_2019
KEN,15.2,Turkana West,congo_2019
KEN,14.5,Turkana North,congo_2019
SSD,13.9,Kapoeta,congo_2019
ETH,14.6,Debub Omo,congo_2019
ETH,13.6,Debub Omo,congo_2019
ETH,12.1,Borena,congo_2019
ETH,11.4,Borena,congo_2019
ETH,9.0,Borena,congo_2019
ETH,8.4,Borena,congo_2019
ETH,8.2,Borena,congo_2019
ETH,8.4,Guji,congo_2019
ETH,8.6,Liben,congo_2019
ETH,8.4,Liben,congo_2019
ETH,9.3,Liben,congo_2019
ETH,9.3,Afder,congo_2019
ETH,8.5,Afder,congo_2019
CMR,42.0,Fako,congo_2019
CMR,40.4,Moungo,congo_2019
CMR,38.3,Nkam,congo_2019
CMR,37.7,Sanaga Maritime,congo_2019
CMR,36.9,Lekié,congo_2019
CMR,38.3,Mefou et Afamba,congo_2019
CMR,39.6,Haute Sanaga,congo_2019
CMR,40.6,Nyong et Mfoumou,congo_2019
CMR,41.0,Haut Nyong,congo_2019
CMR,39.9,Kadey,congo_2019
CMR,39.6,Kadey,congo_2019
CMR,39.6,Kadey,congo_2019
CAF,40.0,Gamboula,congo_2019
CAF,37.8,Berbérati,congo_2019
CAF,37.4,Carnot,congo_2019
CAF,36.3,Carnot,congo_2019
CAF,35.6,Boda,congo_2019
CAF,36.6,M'Baïki,congo_2019
CAF,37.2,M'Baïki,congo_2019
COD,37.2,Zongo,congo_2019
COD,38.9,Libenge,congo_2019
COD,39.9,Bosobolo,congo_2019
COD,40.7,Bosobolo,congo_2019
COD,40.3,Gbadolite,congo_2019
COD,40.5,Mobayi-Mbongo,congo_2019
COD,36.6,Mobayi-Mbongo,congo_2019
CAF,37.8,Gambo-Ouango,congo_2019
COD,33.0,Bondo,congo_2019
COD,32.3,Bondo,congo_2019
COD,31.4,Bondo,congo_2019
COD,29.1,Bondo,congo_2019
COD,27.4,Bondo,congo_2019
COD,29.8,Bondo,congo_2019
COD,27.3,Ango,congo_2019
COD,26.8,Ango,congo_2019
COD,26.4,Ango,congo_2019
COD,25.3,Ango,congo_2019
COD,24.4,Dungu,congo_2019
COD,23.5,Dungu,congo_2019
COD,22.9,Dungu,congo_2019
COD,21.9,Dungu,congo_2019
COD,21.1,Dungu,congo_2019
SSD,19.9,Nahr Yei,congo_2019
SSD,19.6,Nahr Yei,congo_2019
SSD,19.4,Nahr Yei,congo_2019
SSD,18.7,Bahr al Jabal,congo_2019
SSD,17.3,Magwi,congo_2019
SSD,16.4,Amatonge,congo_2019
SSD,14.6,Amatonge,congo_2019
SSD,13.7,Shokodom,congo_2019
KEN,13.8,Turkana West,congo_2019
KEN,13.9,Turkana West,congo_2019
KEN,12.9,Turkana North,congo_2019
KEN,12.5,Turkana North,congo_2019
KEN,12.4,North Horr,congo_2019
KEN,12.6,North Horr,congo_2019
ETH,11.3,Borena,congo_2019
ETH,9.8,Borena,congo_2019
ETH,8.1,Borena,congo_2019
ETH,8.0,Borena,congo_2019
ETH,7.7,Borena,congo_2019
ETH,7.9,Liben,congo_2019
ETH,8.2,Liben,congo_2019
KEN,8.6,Banissa,congo_2019
ETH,8.3,Liben,congo_2019
ETH,9.2,Liben,congo_2019
ETH,8.6,Afder,congo_2019
CMR,35.9,Sanaga Maritime,congo_2019
CMR,35.6,Sanaga Maritime,congo_2019
CMR,35.7,Nyong et Kéllé,congo_2019
CMR,37.1,Mefou et Akono,congo_2019
CMR,37.2,Mefou et Afamba,congo_2019
CMR,40.5,Nyong et Mfoumou,congo_2019
CMR,41.2,Haut Nyong,congo_2019
CMR,40.3,Haut Nyong,congo_2019
CMR,38.0,Haut Nyong,congo_2019
CMR,38.7,Kadey,congo_2019
CMR,38.7,Boumba et Ngoko,congo_2019
CAF,38.5,Gamboula,congo_2019
CAF,38.0,Nola,congo_2019
CAF,36.7,Nola,congo_2019
CAF,35.6,Bambio,congo_2019
CAF,36.8,Bambio,congo_2019
CAF,38.1,M'Baïki,congo_2019
CAF,39.5,M'Baïki,congo_2019
COD,39.7,Libenge,congo_2019
COD,41.4,Libenge,congo_2019
COD,40.7,Gemena,congo_2019
COD,42.7,Businga,congo_2019
COD,41.1,Mobayi-Mbongo,congo_2019
COD,37.9,Businga,congo_2019
COD,37.2,Yakoma,congo_2019
COD,36.9,Yakoma,congo_2019
COD,35.2,Yakoma,congo_2019
COD,32.7,Aketi,congo_2019
COD,33.2,Bondo,congo_2019
COD,30.0,Bondo,congo_2019
COD,29.4,Bondo,congo_2019
COD,29.2,Bondo,congo_2019
COD,27.7,Ango,congo_2019
COD,27.9,Ango,congo_2019
COD,27.3,Poko,congo_2019
COD,27.9,Poko,congo_2019
COD,24.6,Niangara,congo_2019
COD,24.0,Dungu,congo_2019
COD,23.3,Dungu,congo_2019
COD,24.2,Dungu,congo_2019
COD,21.7,Faradje,congo_2019
COD,19.9,Faradje,congo_2019
SSD,19.3,Nahr Yei,congo_2019
UGA,19.4,Aringa,congo_2019
UGA,18.0,West Moyo,congo_2019
SSD,16.9,Magwi,congo_2019
UGA,14.9,Lamwo,congo_2019
UGA,13.7,Lamwo,congo_2019
UGA,12.9,Dodoth,congo_2019
UGA,12.6,Dodoth,congo_2019
KEN,11.5,Turkana West,congo_2019
KEN,10.9,Turkana North,congo_2019
KEN,11.0,North Horr,congo_2019
KEN,10.9,North Horr,congo_2019
KEN,10.8,North Horr,congo_2019
KEN,9.9,North Horr,congo_2019
ETH,9.1,Borena,congo_2019
ETH,8.3,Borena,congo_2019
ETH,7.2,Borena,congo_2019
ETH,8.7,Liben,congo_2019
KEN,8.7,Mandera West,congo_2019
